,name,lastName,uri,worthChange,age,source_x,industry,gender,country,realTimeWorth,source_y,Source of Wealth,Residence,Citizenship,Marital Status,Children,Education,Self-Made Score,Philanthropy Score,self_made
866,Andreas Struengmann,Struengmann,andreas-struengmann,-441.159,71.0,pharmaceuticals,Healthcare,M,Germany,21695.149,"['pharmaceuticals', ' Self Made']","pharmaceuticals, Self Made","Tegernsee, Germany",Germany,Married,2,"Medical Doctor, University at Buffalo",,,True
867,Thomas Struengmann,Struengmann,thomas-struengmann,-441.159,71.0,pharmaceuticals,Healthcare,M,Germany,21695.149,"['pharmaceuticals', ' Self Made']","pharmaceuticals, Self Made","Tegernsee, Germany",Germany,Married,4,"Master of Business Administration, University of Augsburg; Master of Business Administration, University of Augsburg",,,True
868,Hui Wing Mau,Hui,hui-wing-mau,-48.233,71.0,real estate,Real Estate,M,Hong Kong,6583.203,"['real estate', ' Self Made']","real estate, Self Made","Hong Kong, Hong Kong",Hong Kong,Married,2,"Master of Business Administration, University of South Australia",,,True
869,Dustin Moskovitz,Moskovitz,dustin-moskovitz,-402.668,37.0,Facebook,Technology,M,United States,20709.421,"['Facebook', ' Self Made']","Facebook, Self Made","San Francisco, California",,,,"Drop Out, Harvard University",8,3,True
870,Lei Jun,Lei,lei-jun,-92.333,51.0,smartphones,Technology,M,China,16234.018,"['smartphones', ' Self Made']","smartphones, Self Made","Beijing, China",China,Married,2,"Bachelor of Science in Engineering, Wuhan University",,,True
871,Quek Leng Chan,Quek,quek-leng-chan,0.0,80.0,"banking, property",Diversified,M,Malaysia,9411.693,"['banking', ' property']","banking, property","Kuala Lumpur, Malaysia",Malaysia,Married,3,"LLB, Middle Temple",,,False
872,Sun Hongbin,Sun,sun-hongbin,108.05,58.0,real estate,Real Estate,M,United States,5488.192,"['real estate', ' Self Made']","real estate, Self Made","Tianjin, China",United States,,,"Master, Tsinghua University",8,,True
873,Finn Rausing,Rausing,finn-rausing,-4.566,66.0,packaging,Food & Beverage,M,Sweden,13021.03,['packaging'],packaging,"London, United Kingdom",Sweden,,,,,,False
874,Kirsten Rausing,Rausing,kirsten-rausing,-4.566,69.0,packaging,Food & Beverage,F,Sweden,13021.03,['packaging'],packaging,"Newmarket, United Kingdom",Sweden,,,,,,False
875,Charoen Sirivadhanabhakdi,Sirivadhanabhakdi,charoen-sirivadhanabhakdi,,77.0,"alcohol, real estate",Food & Beverage,M,Thailand,,"['alcohol', ' real estate', ' Self Made']","alcohol, real estate, Self Made","Bangkok, Thailand",Thailand,Married,5,,,,True
876,Stewart and Lynda Resnick,Resnick,stewart-and-lynda-resnick,,,"agriculture, water",Food & Beverage,,United States,,"['agriculture', ' water', ' Self Made']","agriculture, water, Self Made","Beverly Hills, California",United States,Married,5,,8,3,True
877,Luis Carlos Sarmiento,Sarmiento,luis-carlos-sarmiento,-6.545,88.0,banking,Finance & Investments,M,Colombia,9641.18,"['banking', ' Self Made']","banking, Self Made","Bogota, Colombia",Colombia,Married,5,"Bachelor of Arts/Science, National University of Colombia",,,True
878,Gautam Adani,Adani,gautam-adani-1,904.037,59.0,"commodities, ports",Diversified,M,India,81164.112,"['infrastructure', ' commodities', ' Self Made']","infrastructure, commodities, Self Made","Ahmedabad, India",India,Married,2,,,,True
879,Christy Walton,Walton,christy-walton,48.978,72.0,Walmart,Fashion & Retail,F,United States,7838.859,['Walmart'],Walmart,"Jackson, Wyoming",United States,Widowed,1,,1,1,False
880,Sunil Mittal,Mittal,sunil-mittal,-23.544,64.0,telecom,Telecom,M,India,14420.568,"['telecom', ' Self Made']","telecom, Self Made","Delhi, India",India,Married,3,"Bachelor of Arts/Science, Punjab University",,,True
881,Zhang Bangxin,Zhang,zhang-bangxin,-42.6,41.0,education,Service,M,China,1210.302,"['education', ' Self Made']","education, Self Made","Beijing, China",China,,,"EMBA, China Europe International Business School",,,True
882,Anthony Pratt,Pratt,anthony-pratt,0.0,61.0,manufacturing,Manufacturing,M,Australia,9922.564,['manufacturing'],manufacturing,"Melbourne, Australia",Australia,,2,"Bachelor of Arts/Economics, Monash University",,,False
883,German Khan,Khan,german-khan,6.84,60.0,"oil, banking, telecom",Energy,M,Russia,9844.994,"['oil', ' banking', ' telecom', ' Self Made']","oil, banking, telecom, Self Made","London, United Kingdom",Russia,Married,4,"Bachelor of Arts/Science, Moscow Institute of Steel and Alloys",,,True
884,Eduardo Saverin,Saverin,eduardo-saverin,-39.562,39.0,Facebook,Technology,M,Brazil,18179.827,"['Facebook', ' Self Made']","Facebook, Self Made","Singapore, Singapore",Brazil,Married,1,"Bachelor of Arts/Science, Harvard University",,,True
885,Aliko Dangote,Dangote,aliko-dangote,-992.451,64.0,"cement, sugar",Manufacturing,M,Nigeria,12544.38,"['cement', ' sugar', ' Self Made']","cement, sugar, Self Made","Lagos, Nigeria",Nigeria,Divorced,3,"Bachelor of Arts/Science, Al-Azhar University",,,True
886,George Soros,Soros,george-soros,0.0,91.0,hedge funds,Finance & Investments,M,United States,8600.0,"['hedge funds', ' Self Made']","hedge funds, Self Made","Katonah, New York",United States,Married,5,"Bachelor of Arts/Science, London School of Economics",10,5,True
887,Zong Qinghou,Zong,zong-qinghou,0.0,76.0,beverages,Food & Beverage,M,China,8719.741,"['beverages', ' Self Made']","beverages, Self Made","Hangzhou, China",China,Married,1,,,,True
888,Richard Qiangdong Liu,Liu,richard-qiangdong-liu,274.752,47.0,e-commerce,Technology,M,China,17229.214,"['e-commerce', ' Self Made']","e-commerce, Self Made","Beijing, China",China,Married,,"Bachelor of Arts/Science, Renmin University of China",,,True
889,Friedhelm Loh,Loh,friedhelm-loh,0.0,75.0,manufacturing,Manufacturing,M,Germany,9239.574,['manufacturing'],manufacturing,"Haiger, Germany",Germany,Married,3,,,,False
890,Lu Zhongfang,Lu,lu-zhongfang,552.584,79.0,education,Automotive,F,China,4271.987,"['education', ' Self Made']","education, Self Made","Tonghua, China",China,,,,,,True
891,Cyrus Poonawalla,Poonawalla,cyrus-poonawalla,-20.007,80.0,vaccines,Healthcare,M,India,17169.341,['vaccines'],vaccines,"Pune, India",India,Widowed,1,"Bachelor of Arts/Science, Pune University; Doctorate, Pune University",,,False
892,Ernesto Bertarelli,Bertarelli,ernesto-bertarelli,-0.011,56.0,"biotech, investments",Healthcare,M,Switzerland,8482.286,"['biotech', ' investments']","biotech, investments","Gstaad, Switzerland",Switzerland,Married,3,"Bachelor of Arts/Science, Babson College; Master of Business Administration, Harvard University",,,False
893,Mike Cannon-Brookes,Cannon-Brookes,mike-cannon-brookes,-716.415,42.0,software,Technology,M,Australia,22854.467,"['software', ' Self Made']","software, Self Made","Sydney, Australia",Australia,Married,2,"Bachelor of Arts/Science, University of New South Wales",,,True
894,Carl Cook,Cook,carl-cook,0.0,59.0,medical devices,Healthcare,M,United States,9210.383,['medical devices'],medical devices,"Bloomington, Indiana",United States,Married,,"Bachelor of Arts/Science, Purdue University; Master of Business Administration, Tippie School of Management",3,,False
895,Scott Farquhar,Farquhar,scott-farquhar,-709.813,41.0,software,Technology,M,Australia,22743.344,"['software', ' Self Made']","software, Self Made","Sydney, Australia",Australia,Married,2,"Bachelor of Arts/Science, University of New South Wales",,,True
896,Gong Hongjia,Gong,gong-hongjia,350.15,56.0,video surveillance,Finance & Investments,M,Hong Kong,14585.342,"['video surveillance', ' Self Made']","video surveillance, Self Made","Hong Kong, Hong Kong",Hong Kong,Married,2,"Bachelor of Arts/Science, Huazhong University of Science and Technology",,,True
897,Jerry Jones,Jones,jerry-jones,-10.939,79.0,Dallas Cowboys,Sports,M,United States,10396.889,"['Dallas Cowboys', ' Self Made']","Dallas Cowboys, Self Made","Dallas, Texas",United States,Married,3,"Bachelor of Arts/Science, University of Arkansas; Master of Arts, University of Arkansas",8,1,True
898,Michael Platt,Platt,michael-platt,0.0,53.0,hedge funds,Finance & Investments,M,United Kingdom,13000.0,"['hedge funds', ' Self Made']","hedge funds, Self Made","Geneva, Switzerland",United Kingdom,,,"Bachelor of Arts/Science, London School of Economics; Bachelor of Arts/Science, London School of Economics",,,True
899,Anders Holch Povlsen,Povlsen,anders-holch-povlsen,-3.315,49.0,fashion retail,Fashion & Retail,M,Denmark,11714.024,['fashion retail'],fashion retail,"Aarhus, Denmark",Denmark,Married,4,,,,False
900,Eric Wittouck,Wittouck,eric-wittouck,0.0,75.0,Investments,Finance & Investments,M,Belgium,10000.0,['investments'],investments,Monaco,Belgium,,,,,,False
901,Xu Shihui,Xu,xu-shihui,149.278,63.0,"snacks, beverages",Food & Beverage,M,China,8013.504,"['snacks', ' beverages', ' Self Made']","snacks, beverages, Self Made","Quanzhou, China",China,Married,,,,,True
902,Andrew Beal,Beal,andrew-beal,0.0,69.0,"banks, real estate",Finance & Investments,M,United States,10150.603,"['banks', ' real estate', ' Self Made']","banks, real estate, Self Made","Dallas, Texas",United States,Divorced,6,"Drop Out, Baylor University",8,,True
903,Ann Walton Kroenke,Kroenke,ann-walton-kroenke,60.142,72.0,Walmart,Fashion & Retail,F,United States,8810.175,['Walmart'],Walmart,"Electra, Texas",United States,Married,2,"Registered Nurse, Lincoln University",1,1,False
904,Wang Wenyin,Wang,wang-wenyin,0.0,53.0,"mining, copper products",Metals & Mining,M,China,19341.499,"['mining', ' copper products', ' Self Made']","mining, copper products, Self Made","Shenzhen, China",China,,,,,,True
905,Zhang Fan,Zhang,zhang-fan,96.218,55.0,touch screens,Technology,M,China,3956.383,"['touch screens', ' Self Made']","touch screens, Self Made","Shenzhen, China",China,,,,,,True
906,Shahid Khan,Khan,shahid-khan,0.0,71.0,auto parts,Automotive,M,United States,8872.232,"['auto parts', ' Self Made']","auto parts, Self Made","Naples, Florida",United States,Married,2,"Bachelor of Arts/Science, University of Illinois, Urbana-Champaign",10,1,True
907,Zhang Jindong,Zhang,zhang-jindong,,58.0,appliance retailer,Fashion & Retail,M,China,,"['appliance retailer', ' Self Made']","appliance retailer, Self Made","Nanjing, China",China,Married,2,"Bachelor of Arts/Science, Nanjing Normal University",,,True
908,Kumar Birla,Birla,kumar-birla,138.48,54.0,commodities,Diversified,M,India,16433.172,['commodities'],commodities,"Mumbai, India",India,Married,3,"Master of Business Administration, London Business School; Bachelor of Arts/Science, University of Mumbai",,,False
909,Chen Bang,Chen,chen-bang,687.999,56.0,hospitals,Healthcare,M,China,17241.12,"['hospitals', ' Self Made']","hospitals, Self Made","Changsha, China",China,Married,,"Master of Business Administration, Hunan University",,,True
910,David Geffen,Geffen,david-geffen,-9.998,78.0,"movies, record labels",Media & Entertainment,M,United States,10986.234,"['movies', ' record labels', ' Self Made']","movies, record labels, Self Made","Beverly Hills, California",United States,Single,,"Drop Out, The University of Texas at Austin",9,2,True
911,Jiang Rensheng,Jiang,jiang-rensheng,690.246,68.0,vaccines,Healthcare,M,China,18574.893,"['vaccines', ' Self Made']","vaccines, Self Made","Chongqing, China",China,Married,1,"Associate in Arts/Science, Guilin Medical University",,,True
912,Jim Kennedy,Kennedy,jim-kennedy,0.0,74.0,"media, automotive",Media & Entertainment,M,United States,8454.733,"['media', ' automotive']","media, automotive","Atlanta, Georgia",United States,Married,3,"Bachelor of Arts/Science, University of Denver",4,2,False
913,Blair Parry-Okeden,Parry-Okeden,blair-parry-okeden,0.0,71.0,"media, automotive",Media & Entertainment,F,United States,8454.733,"['media', ' automotive']","media, automotive","New South Wales, Australia",United States,Divorced,2,"Diploma, High School; Bachelor of Arts/Science, University of Denver",1,1,False
914,Stephen Ross,Ross,stephen-ross,0.0,81.0,real estate,Real Estate,M,United States,8278.2,"['real estate', ' Self Made']","real estate, Self Made","New York, New York",United States,Married,4,"Master of Laws, New York University; Bachelor of Arts/Science, University of Michigan; Doctor of Jurisprudence, Wayne State University",8,2,True
915,August von Finck,von Finck,august-von-finck,10.548,91.0,investments,Finance & Investments,M,Germany,8682.218,['investments'],investments,"Thurgau, Switzerland",Germany,Married,4,,,,False
916,David Duffield,Duffield,david-duffield,-141.459,81.0,business software,Technology,M,United States,15547.391,"['business software', ' Self Made']","business software, Self Made","Incline Village, Nevada",United States,Married,10,"Bachelor of Engineering, Cornell University; Master of Business Administration, Samuel Curtis Johnson Graduate School of Management",8,2,True
917,"Thomas Frist, Jr.",Frist,thomas-frist-jr,64.088,83.0,hospitals,Healthcare,M,United States,19998.113,"['hospitals', ' Self Made']","hospitals, Self Made","Nashville, Tennessee",United States,Married,3,"Bachelor of Arts/Science, Vanderbilt University; Medical Doctor, Washington University",7,1,True
918,Eyal Ofer,Ofer,eyal-ofer,-25.161,71.0,"real estate, shipping",Diversified,M,Israel,11306.809,"['real estate', ' shipping']","real estate, shipping","Monte Carlo, Monaco",Israel,Married,4,,,,False
919,John Grayken,Grayken,john-grayken,0.0,65.0,private equity,Finance & Investments,M,Ireland,7590.0,"['private equity', ' Self Made']","private equity, Self Made","London, United Kingdom",Ireland,Married,4,"Master of Business Administration, Harvard Business School; Bachelor of Arts/Science, University of Pennsylvania",,,True
920,Niels Peter Louis-Hansen,Louis-Hansen,niels-peter-louis-hansen,38.339,74.0,medical devices,Healthcare,M,Denmark,8946.981,['medical devices'],medical devices,"Humlebaek, Denmark",Denmark,Married,1,,,,False
921,Lakshmi Mittal,Mittal,lakshmi-mittal,-194.943,71.0,steel,Metals & Mining,M,India,17551.925,['steel'],steel,"London, United Kingdom",India,Married,2,"Bachelor of Arts/Science, St Xavier's College Calcutta",,,False
922,Nicky Oppenheimer,Oppenheimer,nicky-oppenheimer,-2.428,76.0,diamonds,Metals & Mining,M,South Africa,7950.724,['diamonds'],diamonds,"Johannesburg, South Africa",South Africa,Married,1,"Bachelor of Arts/Science, Oxford U Christ Church; Master of Arts, Oxford U Christ Church",,,False
923,John Doerr,Doerr,john-doerr,-150.254,70.0,venture capital,Technology,M,United States,14666.077,"['venture capital', ' Self Made']","venture capital, Self Made","Woodside, California",United States,Married,2,"Master of Business Administration, Harvard University; Bachelor of Arts/Science, Rice University; Master of Science, Rice University",8,2,True
924,Michael Kadoorie,Kadoorie,michael-kadoorie,2.707,80.0,"hotels, energy",Energy,M,Hong Kong,7187.807,"['hotels', ' energy']","hotels, energy","Hong Kong, Hong Kong",Hong Kong,Married,3,,,,False
925,Viktor Rashnikov,Rashnikov,viktor-rashnikov,249.776,73.0,steel,Manufacturing,M,Russia,12509.083,"['steel', ' Self Made']","steel, Self Made","Magnitogorsk, Russia",Russia,Married,2,"Bachelor of Science in Engineering, Magnitogorsk Mining and Metallurgical Institute",,,True
926,David Shaw,Shaw,david-shaw,0.0,70.0,hedge funds,Finance & Investments,M,United States,7492.0,"['hedge funds', ' Self Made']","hedge funds, Self Made","New York, New York",United States,Married,3,"Doctorate, Stanford University; Bachelor of Arts/Science, University of California, San Diego",8,1,True
927,Tse Ping,Tse,tse-ping,165.341,69.0,pharmaceuticals,Healthcare,M,China,7119.4,"['pharmaceuticals', ' Self Made']","pharmaceuticals, Self Made","Hong Kong, Hong Kong",China,Married,,,,,True
928,Iskander Makhmudov,Makhmudov,iskander-makhmudov,11.257,58.0,"mining, metals, machinery",Metals & Mining,M,Russia,9356.788,"['mining', ' metals', ' machinery', ' Self Made']","mining, metals, machinery, Self Made","Moscow, Russia",Russia,Married,1,"Bachelor of Arts/Science, Tashkent State University",,,True
929,Patrick Drahi,Drahi,patrick-drahi,-190.333,58.0,telecom,Telecom,M,France,7640.471,"['telecom', ' Self Made']","telecom, Self Made","Zermatt, Switzerland",France,Married,4,,,,True
930,Nancy Walton Laurie,Laurie,nancy-walton-laurie,63.397,70.0,Walmart,Fashion & Retail,F,United States,7960.47,['Walmart'],Walmart,"Henderson, Nevada",United States,Married,1,"Bachelor of Arts/Science, University of Memphis",1,1,False
931,Robert Pera,Pera,robert-pera,167.146,43.0,wireless networking gear,Technology,M,United States,16507.748,"['wireless networking gear', ' Self Made']","wireless networking gear, Self Made","San Jose, California",United States,Single,,"Bachelor of Arts/Science, University of California, San Diego; Master of Science, University of California, San Diego",8,1,True
932,Rodolphe Saadé,Saadé,rodolphe-saade,0.0,51.0,shipping,Logistics,M,France,10894.35,['shipping'],shipping,"Marseille, France",France,,,"Bachelor of Arts/Science, Concordia University",,,False
933,Galen Weston,Weston,galen-weston,,81.0,retail,Fashion & Retail,M,Canada,,['retail'],retail,,Canada,,2,"Bachelor of Arts/Science, University of Western Ontario",,,False
934,Cai Kui,Cai,cai-kui,116.282,58.0,real estate,Real Estate,M,China,9125.263,"['real estate', ' Self Made']","real estate, Self Made","Chengdu, China",China,Divorced,1,"Bachelor of Arts/Science, Nanjing University of Aeronautics & Astronautics",,,True
935,Diane Hendricks,Hendricks,diane-hendricks,0.0,74.0,roofing,Construction & Engineering,F,United States,12198.738,"['roofing', ' Self Made']","roofing, Self Made","Afton, Wisconsin",United States,Widowed,7,"Diploma, High School",9,1,True
936,Robert Kraft,Kraft,robert-kraft,0.0,80.0,New England Patriots,Sports,M,United States,8285.7,"['New England Patriots', ' Self Made']","New England Patriots, Self Made","Brookline, Massachusetts",United States,Widowed,4,"Bachelor of Arts/Science, Columbia University; Master of Business Administration, Harvard Business School",8,3,True
937,Ronald Perelman,Perelman,ronald-perelman,-24.605,78.0,leveraged buyouts,Finance & Investments,M,United States,2813.2,"['leveraged buyouts', ' Self Made']","leveraged buyouts, Self Made","New York, New York",United States,Married,8,"Bachelor of Arts/Science, University of Pennsylvania; Master of Business Administration, University of Pennsylvania, The Wharton School",7,2,True
938,Zhou Qunfei,Zhou,zhou-qunfei,316.708,51.0,smartphone screens,Technology,F,Hong Kong,11842.557,"['smartphone screens', ' Self Made']","smartphone screens, Self Made","Hong Kong, Hong Kong",Hong Kong,Married,,,,,True
939,Eli Broad,Broad,eli-broad,,88.0,investments,Finance & Investments,M,United States,,"['investments', ' Self Made']","investments, Self Made",,United States,,2,"Broad College of Business; Bachelor of Arts/Science, Michigan State University",9,5,True
940,David Reuben,Reuben,david-reuben,0.0,83.0,"investments, real estate",Real Estate,M,United Kingdom,7364.526,"['investments', ' real estate', ' Self Made']","investments, real estate, Self Made","London, United Kingdom",United Kingdom,Married,1,,,,True
941,Simon Reuben,Reuben,simon-reuben,0.0,80.0,"real estate, investments",Diversified,M,United Kingdom,7364.526,"['real estate', ' investments', ' Self Made']","real estate, investments, Self Made","Monaco, Monaco",United Kingdom,Married,1,"Drop Out, Sir John Cass College, London",,,True
942,J. Christopher Reyes,Reyes,j-christopher-reyes,0.0,67.0,food distribution,Food & Beverage,M,United States,7066.0,"['food distribution', ' Self Made']","food distribution, Self Made","Hobe Sound, Florida",United States,Married,4,"Bachelor of Arts/Science, University of Maryland",8,1,True
943,Jude Reyes,Reyes,jude-reyes,0.0,66.0,food distribution,Food & Beverage,M,United States,7066.0,"['food distribution', ' Self Made']","food distribution, Self Made","Palm Beach, Florida",United States,Married,3,"Bachelor of Arts/Science, Wofford College",8,1,True
